OID;OBJECTID;IDDATACION;CODIGOMUES;UNIDADGEOL;LITOLOGIA;EDADAÑOSB;ERRORAÑOS;EDADMA;ERRORMA;EDADGRASIM;EDADGRAS_1;EDADESTRAT;EDADESHERE;METODODATA;MATERIALAN;RELACIONIN;MSWD;PX2;DISPERSION;NUMEROGRAN;NUMEROALIC;FUENTEGEOR;COORDENADA;COORDENA_1;SISTEMACOO;LATITUD;LONGITUD;REFERENCIA;CITAREFERE;IDREFERENC;COMENTARIO;URL
2155;2156;298;10;Depósito lacustre;Materia orgánica; ;± 40; ; ; ; ;Holoceno (Q2); ;Carbono–14;Sedimentos orgánicos; ; ; ; ; ; ; ;1284871;1105417;MAGNA_Colombia_Bogota;"7° 10' 16,390"" N";"73° 07' 23,364"" W";Diederix, H., Hernández, C., Torres, E., Osorio, J.A. & Botero, P. 2009. Resultados preliminares del primer estudio paleosismológico a lo largo de la Falla de Bucaramanga, Colombia. Universidad Pedagógica y Tecnológica de Colombia. Ingeniería, Inves;Diederix et al. (2009);91;Edad convencional (cf. columna Edad años BP). Edades calibradas de 4830–4530 años BP es la edad corregida a 2? y 95 % de probabilidad;http://virtual.uptc.edu.co/revistas2013f/index.php/ingenieria_sogamoso/article/view/903
2156;2157;315;6;Depósito lacustre;Materia orgánica; ;± 40; ; ; ; ;Holoceno (Q2); ;Carbono–14;Sedimentos orgánicos; ; ; ; ; ; ; ;1284871;1105417;MAGNA_Colombia_Bogota;"7° 10' 16,390"" N";"73° 07' 23,364"" W";Diederix, H., Hernández, C., Torres, E., Osorio, J.A. & Botero, P. 2009. Resultados preliminares del primer estudio paleosismológico a lo largo de la Falla de Bucaramanga, Colombia. Universidad Pedagógica y Tecnológica de Colombia. Ingeniería, Inves;Diederix et al. (2009);91;Edad convencional (cf. columna Edad años BP). Edades calibradas de 5310–5040 y 5000–4980 años BP es la edad corregida a 2? y 95 % de probabilidad;http://virtual.uptc.edu.co/revistas2013f/index.php/ingenieria_sogamoso/article/view/903
2157;2158;327;9;Depósito lacustre;Materia orgánica; ;± 40; ; ; ; ;Holoceno (Q2); ;Carbono–14;Sedimentos orgánicos; ; ; ; ; ; ; ;1284871;1105417;MAGNA_Colombia_Bogota;"7° 10' 16,390"" N";"73° 07' 23,364"" W";Diederix, H., Hernández, C., Torres, E., Osorio, J.A. & Botero, P. 2009. Resultados preliminares del primer estudio paleosismológico a lo largo de la Falla de Bucaramanga, Colombia. Universidad Pedagógica y Tecnológica de Colombia. Ingeniería, Inves;Diederix et al. (2009);91;Edad convencional (cf. columna Edad años BP). Edades calibradas de 5460–5380 y 5330–5290 años BP es la edad corregida a 2? y 95 % de probabilidad;http://virtual.uptc.edu.co/revistas2013f/index.php/ingenieria_sogamoso/article/view/903
2158;2159;337;8;Depósito lacustre;Materia orgánica; ;± 40; ; ; ; ;Holoceno (Q2); ;Carbono–14;Sedimentos orgánicos; ; ; ; ; ; ; ;1284871;1105417;MAGNA_Colombia_Bogota;"7° 10' 16,390"" N";"73° 07' 23,364"" W";Diederix, H., Hernández, C., Torres, E., Osorio, J.A. & Botero, P. 2009. Resultados preliminares del primer estudio paleosismológico a lo largo de la Falla de Bucaramanga, Colombia. Universidad Pedagógica y Tecnológica de Colombia. Ingeniería, Inves;Diederix et al. (2009);91;Edad convencional (cf. columna Edad años BP). Edades calibradas de 5590–5440 y 5410–5320 años BP es la edad corregida a 2? y 95 % de probabilidad;http://virtual.uptc.edu.co/revistas2013f/index.php/ingenieria_sogamoso/article/view/903
2159;2160;346;7;Depósito lacustre;Materia orgánica; ;± 40; ; ; ; ;Holoceno (Q2); ;Carbono–14;Sedimentos orgánicos; ; ; ; ; ; ; ;1284871;1105417;MAGNA_Colombia_Bogota;"7° 10' 16,390"" N";"73° 07' 23,364"" W";Diederix, H., Hernández, C., Torres, E., Osorio, J.A. & Botero, P. 2009. Resultados preliminares del primer estudio paleosismológico a lo largo de la Falla de Bucaramanga, Colombia. Universidad Pedagógica y Tecnológica de Colombia. Ingeniería, Inves;Diederix et al. (2009);91;Edad convencional (cf. columna Edad años BP). Edades calibradas de 5640–5580 y 5530–5480 años BP es la edad corregida a 2? y 95 % de probabilidad;http://virtual.uptc.edu.co/revistas2013f/index.php/ingenieria_sogamoso/article/view/903
2160;2161;393;4;Depósito lacustre;Materia orgánica; ;± 60; ; ; ; ;Holoceno (Q2); ;Carbono–14;Sedimentos orgánicos; ; ; ; ; ; ; ;1284871;1105417;MAGNA_Colombia_Bogota;"7° 10' 16,390"" N";"73° 07' 23,364"" W";Diederix, H., Hernández, C., Torres, E., Osorio, J.A. & Botero, P. 2009. Resultados preliminares del primer estudio paleosismológico a lo largo de la Falla de Bucaramanga, Colombia. Universidad Pedagógica y Tecnológica de Colombia. Ingeniería, Inves;Diederix et al. (2009);91;Edad convencional (cf. columna Edad años BP). Edades calibradas de 6840–6820 y 6800–6540 años BP es la edad corregida a 2? y 95 % de probabilidad;http://virtual.uptc.edu.co/revistas2013f/index.php/ingenieria_sogamoso/article/view/903
2161;2162;416;5;Depósito lacustre;Materia orgánica; ;± 50; ; ; ; ;Holoceno (Q2); ;Carbono–14;Sedimentos orgánicos; ; ; ; ; ; ; ;1284871;1105417;MAGNA_Colombia_Bogota;"7° 10' 16,390"" N";"73° 07' 23,364"" W";Diederix, H., Hernández, C., Torres, E., Osorio, J.A. & Botero, P. 2009. Resultados preliminares del primer estudio paleosismológico a lo largo de la Falla de Bucaramanga, Colombia. Universidad Pedagógica y Tecnológica de Colombia. Ingeniería, Inves;Diederix et al. (2009);91;Edad convencional (cf. columna Edad años BP). Edades calibradas de 7480–7310 años BP es la edad corregida a 2? y 95 % de probabilidad;http://virtual.uptc.edu.co/revistas2013f/index.php/ingenieria_sogamoso/article/view/903
2162;2163;422;1;Depósito lacustre;Materia orgánica; ;± 50; ; ; ; ;Holoceno (Q2); ;Carbono–14;Sedimentos orgánicos; ; ; ; ; ; ; ;1284871;1105417;MAGNA_Colombia_Bogota;"7° 10' 16,390"" N";"73° 07' 23,364"" W";Diederix, H., Hernández, C., Torres, E., Osorio, J.A. & Botero, P. 2009. Resultados preliminares del primer estudio paleosismológico a lo largo de la Falla de Bucaramanga, Colombia. Universidad Pedagógica y Tecnológica de Colombia. Ingeniería, Inves;Diederix et al. (2009);91;Edad convencional (cf. columna Edad años BP). Edades calibradas de 7680–7560 y 7530–7520 años BP es la edad corregida a 2? y 95 % de probabilidad;http://virtual.uptc.edu.co/revistas2013f/index.php/ingenieria_sogamoso/article/view/903
2163;2164;430;3;Depósito lacustre;Materia orgánica; ;± 50; ; ; ; ;Holoceno (Q2); ;Carbono–14;Sedimentos orgánicos; ; ; ; ; ; ; ;1284871;1105417;MAGNA_Colombia_Bogota;"7° 10' 16,390"" N";"73° 07' 23,364"" W";Diederix, H., Hernández, C., Torres, E., Osorio, J.A. & Botero, P. 2009. Resultados preliminares del primer estudio paleosismológico a lo largo de la Falla de Bucaramanga, Colombia. Universidad Pedagógica y Tecnológica de Colombia. Ingeniería, Inves;Diederix et al. (2009);91;Edad convencional (cf. columna Edad años BP). Edades calibradas de 7990–7830 años BP es la edad corregida a 2? y 95 % de probabilidad;http://virtual.uptc.edu.co/revistas2013f/index.php/ingenieria_sogamoso/article/view/903
2164;2165;441;2;Depósito lacustre;Materia orgánica; ;± 50; ; ; ; ;Holoceno (Q2); ;Carbono–14;Sedimentos orgánicos; ; ; ; ; ; ; ;1284871;1105417;MAGNA_Colombia_Bogota;"7° 10' 16,390"" N";"73° 07' 23,364"" W";Diederix, H., Hernández, C., Torres, E., Osorio, J.A. & Botero, P. 2009. Resultados preliminares del primer estudio paleosismológico a lo largo de la Falla de Bucaramanga, Colombia. Universidad Pedagógica y Tecnológica de Colombia. Ingeniería, Inves;Diederix et al. (2009);91;Edad convencional (cf. columna Edad años BP). Edades calibradas de 8380–8180 años BP es la edad corregida a 2? y 95 % de probabilidad;http://virtual.uptc.edu.co/revistas2013f/index.php/ingenieria_sogamoso/article/view/903
2165;2166;834;M–69i;Flujo piroclástico asociado al volcán de Paipa y Tuta;Traquita alcalina; ; ;2,06;± 0,18; ; ;Pleistoceno (Q1); ;Ar–Ar;Biotita; ; ; ; ; ; ; ;1121653;1106971;MAGNA_Colombia_Bogota;"5° 41' 43,787"" N";"73° 06' 42,755"" W";Pardo, N. 2004. Estratigrafía de las vulcanitas asociadas al volcán de Paipa y Tuta, departamento de Boyacá, Colombia. Tesis de pregrado, Universidad Nacional de Colombia, 157 p. Bogotá.;Pardo (2004);217;Edad integrada; 
2166;2167;840;M–69i;Flujo piroclástico asociado al volcán de Paipa y Tuta;Traquita alcalina; ; ;2,13;± 0,39; ; ;Pleistoceno (Q1); ;Ar–Ar;Biotita; ; ; ; ; ; ; ;1121653;1106971;MAGNA_Colombia_Bogota;"5° 41' 43,787"" N";"73° 06' 42,755"" W";Pardo, N. 2004. Estratigrafía de las vulcanitas asociadas al volcán de Paipa y Tuta, departamento de Boyacá, Colombia. Tesis de pregrado, Universidad Nacional de Colombia, 157 p. Bogotá.;Pardo (2004);217;Edad de fusión total, el resultado puede estar afectado por exceso de Ar; 
2167;2168;848;M–69i;Flujo piroclástico asociado al volcán de Paipa y Tuta;Traquita alcalina; ; ;2,29;± 0,17; ; ;Pleistoceno (Q1); ;Ar–Ar;Biotita; ; ; ; ; ; ; ;1121653;1106971;MAGNA_Colombia_Bogota;"5° 41' 43,787"" N";"73° 06' 42,755"" W";Pardo, N. 2004. Estratigrafía de las vulcanitas asociadas al volcán de Paipa y Tuta, departamento de Boyacá, Colombia. Tesis de pregrado, Universidad Nacional de Colombia, 157 p. Bogotá.;Pardo (2004);217;Edad de fusión total, el resultado puede estar afectado por exceso de Ar; 
2168;2169;869;M–69i;Flujo piroclástico asociado al volcán de Paipa y Tuta;Traquita alcalina; ; ;2,44;± 0,09; ; ;Pleistoceno (Q1); ;Ar–Ar;Biotita; ; ; ; ; ; ; ;1121653;1106971;MAGNA_Colombia_Bogota;"5° 41' 43,787"" N";"73° 06' 42,755"" W";Pardo, N. 2004. Estratigrafía de las vulcanitas asociadas al volcán de Paipa y Tuta, departamento de Boyacá, Colombia. Tesis de pregrado, Universidad Nacional de Colombia, 157 p. Bogotá.;Pardo (2004);217; ; 
2169;2170;954;TNA–13; ;Ceniza volcánica; ; ;4,2;± 0,3; ; ;Plioceno (N2); ;Huellas de fisión;Circón; ; ; ; ;28; ;Localización tomada de Bernal et al. (2007) [41];1092502;1068405;MAGNA_Colombia_Bogota;"5° 25' 56,557"" N";"73° 27' 36,987"" W";Jaramillo, J.M., Rojas, P. & Garver, J.I. 2005. Neogene's volcanism in the cordillera Oriental of the Andes, Colombia. Earth Sciences Research Journal, 9(1): 19–28.;Jaramillo et al. (2005);147;Muestra tomada de la parte baja de la capa, debajo de TNA–7;http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-61902005000100002
2170;2171;960;TNA–18; ;Ceniza volcánica; ; ;4,3;± 0,3; ; ;Plioceno (N2); ;Huellas de fisión;Circón; ; ; ; ;17; ;Localización tomada de Bernal et al. (2007) [41];1092502;1068405;MAGNA_Colombia_Bogota;"5° 25' 56,557"" N";"73° 27' 36,987"" W";Jaramillo, J.M., Rojas, P. & Garver, J.I. 2005. Neogene's volcanism in the cordillera Oriental of the Andes, Colombia. Earth Sciences Research Journal, 9(1): 19–28.;Jaramillo et al. (2005);147;Muestra tomada de la parte baja de la capa, debajo de TNA–13;http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-61902005000100002
2171;2172;971;TNA–21; ;Ceniza volcánica; ; ;4,5;± 0,3; ; ;Plioceno (N2); ;Huellas de fisión;Circón; ; ; ; ;40; ;Localización tomada de Bernal et al. (2007) [41];1092502;1068405;MAGNA_Colombia_Bogota;"5° 25' 56,557"" N";"73° 27' 36,987"" W";Jaramillo, J.M., Rojas, P. & Garver, J.I. 2005. Neogene's volcanism in the cordillera Oriental of the Andes, Colombia. Earth Sciences Research Journal, 9(1): 19–28.;Jaramillo et al. (2005);147;Muestra tomada de la parte baja de la capa, debajo de TNA–18;http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-61902005000100002
2172;2173;1049;TNA–7; ;Ceniza volcánica; ; ;6,4;± 0,5; ; ;Mioceno (N1); ;Huellas de fisión;Circón; ; ; ; ;14; ;Localización tomada de Bernal et al. (2007) [41];1092502;1068405;MAGNA_Colombia_Bogota;"5° 25' 56,557"" N";"73° 27' 36,987"" W";Jaramillo, J.M., Rojas, P. & Garver, J.I. 2005. Neogene's volcanism in the cordillera Oriental of the Andes, Colombia. Earth Sciences Research Journal, 9(1): 19–28.;Jaramillo et al. (2005);147;Muestra tomada a 15 m del tope de la capa;http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-61902005000100002
2173;2174;1161;LD13–1; ;Riodacita; ; ;8,4;± 0,2; ; ;Mioceno (N1);208 ± 2,1 Ma (MSWD = 0,81);U–Pb LA–ICP–MS;Circón; ; ; ; ;17; ; ;1303779;1124193;MAGNA_Colombia_Bogota;"7° 20' 30,369"" N";"72° 57' 09,983"" W";Mantilla, L.C., Valencia, V.A., Barra, F., Pinto, J. & Colegial, J. 2009. Geocronología U–Pb de los cuerpos porfiríticos del distrito aurífero de Vetas–California (departamento de Santander, Colombia). Universidad Industrial de Santander. Boletín;Mantilla et al. (2009);169;Edad media interpretada como de cristalización, los circones heredados corresponden al evento magmático del Triásico–Jurásico. Pórfidos en cuerpos graníticos del Triásico–Jurásico;http://revistas.uis.edu.co/index.php/revistaboletindegeologia/article/view/164
2174;2175;1196;MD22–1; ;Riodacita; ; ;9;± 0,2; ; ;Mioceno (N1);194,9 y 177 Ma;U–Pb LA–ICP–MS;Circón; ; ; ; ;22; ; ;1303493;1127906;MAGNA_Colombia_Bogota;"7° 20' 20,753"" N";"72° 55' 08,971"" W";Mantilla, L.C., Valencia, V.A., Barra, F., Pinto, J. & Colegial, J. 2009. Geocronología U–Pb de los cuerpos porfiríticos del distrito aurífero de Vetas–California (departamento de Santander, Colombia). Universidad Industrial de Santander. Boletín;Mantilla et al. (2009);169;Edad media interpretada como la edad de cristalización. Pórfidos en cuerpos graníticos del Triásico–Jurásico;http://revistas.uis.edu.co/index.php/revistaboletindegeologia/article/view/164
2175;2176;1258;GE46–M8;Cuerpo hipoabisal porfirítico; ; ; ;10,1;± 0,2; ; ;Mioceno (N1);700–600 y 200 Ma;U–Pb LA–MC–ICP–MS;Circón; ; ; ; ;20; ; ;1305583;1126556;MAGNA_Colombia_Bogota;"7° 21' 28,885"" N";"72° 55' 52,803"" W";Mantilla, L.C., Mendoza, H., Bissig, T. & Hart, C.J.R. 2011. Nuevas evidencias sobre el magmatismo miocénico en el distrito minero de Vetas–California (macizo de Santander, cordillera Oriental, Colombia). Universidad Industrial de Santander. Boletín;Mantilla et al. (2011);170;Edad media ponderada interpretada como edad de cristalización magmática;http://revistas.uis.edu.co/index.php/revistaboletindegeologia/article/view/2471
2176;2177;1297;TPD–72;Cuerpo monzodiorítico; ; ; ;10,9;± 0,2; ; ;Mioceno (N1);500–400 y 200 Ma;U–Pb LA–MC–ICP–MS;Circón; ; ; ; ;31; ; ;1301818;1132540;MAGNA_Colombia_Bogota;"7° 19' 25,843"" N";"72° 52' 38,062"" W";Mantilla, L.C., Mendoza, H., Bissig, T. & Hart, C.J.R. 2011. Nuevas evidencias sobre el magmatismo miocénico en el distrito minero de Vetas–California (macizo de Santander, cordillera Oriental, Colombia). Universidad Industrial de Santander. Boletín;Mantilla et al. (2011);170;Edad media ponderada interpretada como edad de cristalización magmática;http://revistas.uis.edu.co/index.php/revistaboletindegeologia/article/view/2471
2177;2178;2618;IGM 185949;Gabro de Rodrigoque;Gabro; ; ;82,5;± 9,5; ; ;Campaniano (k5); ;K–Ar;Biotita; ; ; ; ; ; ; ;1168100;860015;MAGNA_Colombia_Este;"6° 06' 53,376"" N";"72° 20' 31,429"" W";Fabre, A. & Delaloye, M. 1983. Intrusiones básicas cretácicas en las sedimentitas de la parte central de la cordillera Oriental. Sociedad Colombiana de Geología. Geología Norandina, (6): 19–28. Bogotá.;Fabre & Delaloye (1983);99; ;http://www.sociedadcolombianadegeologia.org/publicaciones/geologia_norandina/geonorandina06.pdf
2178;2179;2754;IGM 185949;Gabro de Rodrigoque;Gabro; ; ;94,3;± 4,4; ; ;Cenomaniano (k1); ;K–Ar;Hornblenda; ; ; ; ; ; ; ;1168100;860015;MAGNA_Colombia_Este;"6° 06' 53,376"" N";"72° 20' 31,429"" W";Fabre, A. & Delaloye, M. 1983. Intrusiones básicas cretácicas en las sedimentitas de la parte central de la cordillera Oriental. Sociedad Colombiana de Geología. Geología Norandina, (6): 19–28. Bogotá.;Fabre & Delaloye (1983);99;Esta datación fue publicada en Delaloye & Fabre (1982) [90];http://www.sociedadcolombianadegeologia.org/publicaciones/geologia_norandina/geonorandina06.pdf
2179;2180;2830;EC96–037–1;Unidad extrusiva de Las Brisas;Toba de cristales; ; ;102;± 3; ; ;Albiano (b6); ;K–Ar;Roca total; ; ; ; ; ; ; ;1347975;1001487;MAGNA_Colombia_Bogota;"7° 44' 34,103"" N";"74° 03' 50,504"" W";Bernal, L., Ibáñez, D., Castro, E., Osorio, J.A., Mantilla, L.C., Clavijo, J., Pinto, J.E., Pérez, A., Páez, L.A., Quintero, I., García, M., Correa, K.J., Gaviria, J.A., Serrano, J.J. & Martínez, A.M. 2006a. Memoria explicativa de la cartografía g;Bernal et al. (2006a);37;Edad de cristalización;http://aplicaciones1.ingeominas.gov.co/Bodega/i_vector/230/08/0100/24372/documento/pdf/2105243721101000.pdf
2180;2181;2858;IGM 185949;Gabro de Rodrigoque;Gabro; ; ;106,5;± 5,5; ; ;Albiano (b6); ;K–Ar;Roca total; ; ; ; ; ; ; ;1168100;860015;MAGNA_Colombia_Este;"6° 06' 53,376"" N";"72° 20' 31,429"" W";Fabre, A. & Delaloye, M. 1983. Intrusiones básicas cretácicas en las sedimentitas de la parte central de la cordillera Oriental. Sociedad Colombiana de Geología. Geología Norandina, (6): 19–28. Bogotá.;Fabre & Delaloye (1983);99; ;http://www.sociedadcolombianadegeologia.org/publicaciones/geologia_norandina/geonorandina06.pdf
2181;2182;2862;JO85–015–1;Unidad extrusiva de Las Brisas;Andesita; ; ;107;± 4; ; ;Albiano (b6); ;K–Ar;Roca total; ; ; ; ; ; ; ;1391557;1005261;MAGNA_Colombia_Bogota;"8° 08' 12,749"" N";"74° 01' 47,165"" W";Bernal, L., Osorio, J.A., Mantilla, L.C., Clavijo, J., Pinto, J.E., Páez, L.A., Pérez, A., Quintero, I., García, M., Correa, K.J., Serrano, J.J., Gaviria, J.A., Niz, L.D., Navas, G. & Silva, A. 2006d. Memoria explicativa de la cartografía geológica;Bernal et al. (2006d);40;Edad de cristalización;http://aplicaciones1.ingeominas.gov.co/Bodega/i_vector/230/08/0100/24371/documento/pdf/2105243711101000.pdf
2182;2183;2939;IGM 185950;Gabro de Pajarito;Gabro; ; ;118,0;± 6,4; ; ;Aptiano (b5); ;K–Ar;Roca total; ; ; ; ; ; ; ;1078502;1152204;MAGNA_Colombia_Bogota;"5° 18' 16,445"" N";"72° 42' 16,295"" W";Fabre, A. & Delaloye, M. 1983. Intrusiones básicas cretácicas en las sedimentitas de la parte central de la cordillera Oriental. Sociedad Colombiana de Geología. Geología Norandina, (6): 19–28. Bogotá.;Fabre & Delaloye (1983);99;Esta datación fue publicada en Delaloye & Fabre (1982) [90];http://www.sociedadcolombianadegeologia.org/publicaciones/geologia_norandina/geonorandina06.pdf
2183;2184;3005;IGM 185950;Gabro de Pajarito;Gabro; ; ;130,8;± 10,4; ; ;Hauteriviano (b3); ;K–Ar;Hornblenda; ; ; ; ; ; ; ;1078502;1152204;MAGNA_Colombia_Bogota;"5° 18' 16,445"" N";"72° 42' 16,295"" W";Fabre, A. & Delaloye, M. 1983. Intrusiones básicas cretácicas en las sedimentitas de la parte central de la cordillera Oriental. Sociedad Colombiana de Geología. Geología Norandina, (6): 19–28. Bogotá.;Fabre & Delaloye (1983);99; ;http://www.sociedadcolombianadegeologia.org/publicaciones/geologia_norandina/geonorandina06.pdf
2184;2185;3022;HC55–066–1;Granitoide de San Lucas;Granodiorita; ; ;135;± 26; ; ;Valanginiano (b2); ;Rb–Sr;Roca total;0,70744;1,3; ; ; ; ; ;1499997;1016108;MAGNA_Colombia_Bogota;"9° 07' 02,354"" N";"73° 55' 51,477"" W";Bernal, L., Osorio, J.A., Duarte, R., Cuellar, M., Mantilla, L.C., Clavijo, J., Pinto, J.E., Páez, L.A., Pérez, A., Quintero, I., García, C.A., Correa, K.J., Lasso, S., Serrano, J.J., Niz, L.D. & Castellanos, Ó. 2006c. Memoria explicativa de la carto;Bernal et al. (2006c);39;Edad calculada en una isócrona para 3 muestras (HC55–066–1, HC55–068–1 y HC55–071–1). La edad obtenida para este plutón granodiorítico corresponde a un seudo alineamiento de los datos 87Rb/86Sr vs 87Sr/86Sr;http://aplicaciones1.ingeominas.gov.co/Bodega/i_vector/230/08/0100/24369/documento/pdf/2105243691101000.pdf
